id,chat_history,sys_response,situation,emotion,question or not,behavior
33142,"[""If I'm going to be in a relationship I need girl I can depend on, not some effed up crazy damaged goods type of girl I can't trust"", ""Yes, it's important to find somebody who you will be able to trust and also somebody who will love you for being you"", ""Yes, glad you agree....I was an idiot and mistook a deadly combo of pity and infatuation for love...but now I know what to avoid and what I want so I'm thankful""]",that's great to hear! I hope you will meet your true love soon! I believe when you do you will now right away. When i met my husband i knew right away he is the one. such a strange feeling. But we've been married for 5 years now and still crazy about each other,"If I'm going to be in a relationship I need girl I can depend on, not some effed up crazy damaged goods type of girl",trusting,[None],"I'm in a negative mood, please comfort me."
33559,"['oh no oh yes oh no oh yes!!!', 'What is that?', ""my girlfriend just told me that she's pregnant!"", 'Congrats!!!! It is an amazing experience! I just had a little baby girl 3 weeks ago', ""what do I do!!! I'm totally shocked!"", 'Take it one day at a time man. It is a truly amazing thing. You will love that baby with all your heart', ""I hope so I'm just so overwhelmed right now""]",I understand. Just be supportive as your girlfriend is probably thinking the same thing. Just remember you are now both in this together so enjoy the experience.,my girlfriend told me she's pregnant,surprised,[None],"I'm in a negative mood, please comfort me."
33568,"['I felt alone last week. All of my friends were out of town', 'That sounds horribly boring. You can always take this time to do some house work that you put off, so that it will be ready when your friends get back in town.', 'Thanks for the advice']",You're welcome. I'm sure you'll make it  they will be back soon. You could also always watch some Netflix.,I felt alone last weekend. All of my friends were out of town,lonely,[None],"I'm in a negative mood, please comfort me."
33696,"['i was studing for a test yesterday and really trying to concentrate', 'How did that go? Studying is very important in order to do good.', 'yea , but my girlfriend was beside be and she was flicking her fingers and nails up and down over and over against the wooden table we were at.  can you imagine this when I need perfect silence for studying']",How annoying that could be. She could have alittle more respect for you.,i was beside my girlfriend at the dinner table studing for test. She started taking her fingers and clicking her fingers against it repeatedly it it kept me distracted from my goal which was studying,annoyed,[None],"I'm in a positive mood, please congratulate me and praise me."
34222,"['When I think about happiness, the first thing that comes to mind is the overwhelming sense of bliss when my daughter was born.']","Aww, that's a nice story. I'm glad you have that to carry with you.",I was overwhelmed with happiness the day my daughter was born.,joyful,[None],"I'm in a positive mood, please congratulate me and praise me."
34296,"['First time I went to my very first Dungeons and Dragons get-together, I felt really overwhelmed with all the verbiage and rules and stuff like that. Had no idea what I was doing and felt dumb. Did my best to learn what I could this time around, and I plan to not drag everyone else down', 'What is your character?', ""I'm not sure yet actually, I think we're collectively making new ones when we gather up tomorrow. I usually play some sort of thief though, as unoriginal as that is!""]","Cool, well have a good time theifing!","First time I went to my very first Dungeons and Dragons get-together, I felt really overwhelmed with all the verbiage and rules and stuff like that. Had no idea what I was doing and felt dumb. Did my best to learn what I could this time around, and I plan to not drag everyone else down",prepared,[None],"I'm in a positive mood, please congratulate me and praise me."
34525,"['My boyfriend has really been getting on my nerves!  He never throws anything in the trash and my whole place is a mess.', 'That is disgusting! You must talk to him about this!', ""I have.. it doesn't work.  He is just so lazy!""]","Incredible, kick him out of the house!",My boyfriend gets on my nerves so bad.  He can never throw anything in the trash.,annoyed,[None],"I'm in a positive mood, please congratulate me and praise me."
34581,"['Do you like watching movies or reading books?', 'I enjoy reading.', 'I love movies and I waited for the past 3 years for the Avengers for movie to get released. I was frantic when it made it to our theater I was overwhelmed.']",It's cool that you're such a fan though. I hope the movie lived up to your expectations.,I rember when the Avengers 4 movie got released in the begging of summer . I could not wait to go and see it . i thought about it,excited,[None],"I'm in a positive mood, please congratulate me and praise me."
34780,"[""I used to be miserable when no one would hit me up and I'd spend the weekend solo at my parents' house...now I turn off my phone just to keep from getting distracted"", 'That sounds sad.  What are you getting distracted from?', 'Stacking my dough sky high....too many alcoholic friends and tinder chicks texting me haha']","Well, that sounds admirable.  Focusing on making money so you can be independent.",I used to be miserable when no one would text me and I'd spend the weekend solo at my parents' house...now I've got to turn off my phone just to get away from it all,sad,[None],"I'm in a positive mood, please congratulate me and praise me."
34862,"['i was going to place an online order for a tshirt, but the site was really sketchy', 'What was sketchy about it?', 'it just did not seem secure']",Yikes.  Did you end up placing the order?,avoided placing an order,apprehensive,ask me for further details,[None]
34869,"[""My brother always calls me to ask to borrow money. He doesn't even work, he's just lazy."", ""What a jerk. Why doesn't he get a job at McDonalds?"", ""Because he's lazy! It pisses me off so much. I can't stand to hear from him anymore.""]",I would remove him from your family tree. That will show him.,My brother keeps calling me and asking me for money. He doesn't even work! He should get a job instead of bugging me all the time.,angry,[None],[None]
35355,"['Today I am alone in the house, since everybody had something to do.', 'Do you enjoy your alone time or do you wish you had people around?', ""I usually enjoy it, but today I don't feel like been alone,  I guess I should call a friend.""]",You totally should call a friend. I usually enjoy my alone time also but it is nice to have company around.,"Today I am alone in the house, since everybody had something to do.  I think I will call a friend.",lonely,[None],[None]
35504,"[""My internet service provider cut my internet last week. I was shocked because I didn't miss the payment so I knew it had to be an error."", 'I would too.  What had happened?', ""I think it was an error on their part or the payment delayed. I even paid earlier than the due date because this has happened in the past. Maybe it's time to switch companies.""]",Yes.  Did they admit fault?,My internet service provider cut my internet last week. I was shocked because I didn't miss the payment so I knew it had to be an error.,surprised,ask me for further details,[None]
35677,"['when i get payed i usually go to my go to restaurant places , i avoid fast food since they always get my orders wrong, so when new restaurants open i tend to avoid them until i see good reviews']",Yeah the new places are always really busy when they first open too!,"every time a new restaurant opens , i kinda dont trust it",apprehensive,[None],[None]
35888,"['I accidentally yelled at an elderly person becuase I thought they were being mean to me when they were trying to help me while I was driving.', 'oh what were they doing to you', ""He was making gestures as I was driving past and I thought he was telling me to slow down. I wasn't going that fast and it distracted me so I got upset. Turns out, he was trying to tell me of severe weather in the area.""]","oh , elderly people are little tough to understand",I thought that an elderly person was yelling at me that I was driving too fast so I yelled back at him. I told him he had no right to tell me how to drive. But then he apologized to me and said he had just been trying to warn me of some bad weather. I felt really bad that I had assumed.,guilty,[None],[None]
35933,"['I had to pay a late fee on my car taxes because I procrastinated in paying them on time. I always put off important things because I feel too scared to do them for some reason. Not sure why I keep making the same mistakes', ""Me too. I miss payments sometimes because I forget about them and I'm lazy."", ""Well, I hate seeing my money go away, too. So I put it off, thinking it will help things, especially when I'm so down to the wire on my money. But then I just end up making it worse for myself.""]",That's my exact situation too.,I had to pay a late fee on my car taxes because I procrastinated in paying them on time. I always put off important things because I feel too scared to do them for some reason. Not sure why I keep making the same mistakes.,disappointed,[None],[None]
36014,"['I accidentally spilled coffee on my pants yesterday.', 'Oh no! Did you manage to avoid a stain?', 'No, it got everywhere.  I was so ashamed to do that.']",Don't feel ashamed. You'll be able to laugh about it soon enough!,I accidentally spilled coffee on my pants yesterday.  I was so ashamed to do that.,embarrassed,[None],"I'm in a negative mood, please comfort me."
36064,"[""My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her, so I can't force her to go. But I'm worried about her, as she's always avoided the doctor, and always been in poor health. Hope she does the right thing""]","I hope so, too. Heart conditions can be scary! Do you have anyone closer to her that could check in?","My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her, so I can't force her to go. But I'm worried about her, as she's always avoided the doctor, and always been in poor health. Hope she does the right thing.",trusting,ask me for further details,"I'm in a negative mood, please comfort me."
36335,"[""My brother always calls me to ask to borrow money. He doesn't even work, he's just lazy.""]",What a jerk. Why doesn't he get a job at McDonalds?,My brother keeps calling me and asking me for money. He doesn't even work! He should get a job instead of bugging me all the time.,angry,ask me for further details,[None]
36970,"[""I can start to see my mother showing early signs of dementia. I feel really helpless about it, since it shows how vulnerable they are. I try to help with small things, but it's sad knowing I won't be able to slow down the effects of it."", ""That's very sad. My Grandma had that and it is devastating to experience it. I'm told that doing puzzles etc. keeps the brain active and maybe at least delays it."", ""I heard that too! I try to do some of those here and there, but I get kind of tired of them after a while when I'm not successful. I'm really just dreading her getting much worse and not recognizing me, and having it seem like the past never happened.""]","I really feel for you. It's not easy, I won't kid you. But at least you understand what's happening and are obviously prepared for the inevitable.","I can start to see my mother showing early signs of dementia. I feel really helpless about it, since it shows how vulnerable they are. I try to help with small things, but it's sad knowing I won't be able to slow down the effects of it.",caring,[None],"I'm in a negative mood, please comfort me."
37029,"['When I was in high school I borrowed my parents car, and got into an accident. Of course like most human teenagers I tried to cover it up but they found out.', 'Hey,were you injured?', 'No I was fine, just my pride was wounded. Of course, being a human being and not a robot I was overwhelmed by the lie. I fessed up to them eventually.']",Hope they took it easy with you?,I crashed my parents car when I was in high school and tried to lie about it. I ended up admitting to it but the time I spent trying to cover it up was excruciating.,guilty,ask me for further details,[None]
37259,"['I was gardening last weekend and have to move pots that have been sitting outside for years. I knew there were spiders!', 'Oh no! I hate spiders! Were you able to avoid them and move your pots?', 'I was very careful and scanned what I could see then I got a grip and threw them and kicked them around in the yard. I must have looked nuts!']",If people knew it was because of spiders they'd totally understand. I can't stand their creepy crawly bodies!,I was gardening last weekend and I had to move a bunch of pots. I knew there might be spiders so I took my time to look carefully.,apprehensive,[None],[None]
37299,"[""I'm upset that my husband is lazy""]",Could there be a reason that he is?,I'm upset that my husband is lazy,sad,ask me for further details,[None]
37381,['I was cut off today and crashed my car into a pole to avoid colliding with someone.'],Oh no! Are you ok?,I was cut off today and crashed my car to avoid colliding with someone.,angry,ask me for further details,[None]
37741,"[""Next time we have a Hurricane pass this way, I'll certainly be ready ..."", 'Me too! We are ready and waiting here in Florida.  What have you done to prepare?', 'In MIssissippi here. Katrina wiped us out. I moved further north to avoid the coastal surges.']",Katrina was a disaster for so many.  I can imagine it haunts you.,"Next time we have a Hurricane pass this way, I'll certainly be ready !",prepared,[None],"I'm in a negative mood, please comfort me."
38030,['My kids were so lazy this summer'],"Hahahaha, that is the way sumer is supposed to be for kids.  Did they at least do the things you asked them to do?",I am not happy with the way my kids behaved this summer. They were so lazy,ashamed,ask me for further details,[None]
38060,"['my little sister got a job and is still in highs school i know this was  a common thing for anyone back in the days , but in todays world a lot o people are lazy and in titled i felt happy for her', 'Oh my lord,  Are you okay?', 'im doing great , im just really happy for her']",Thats good! She is lucky to have your support.,my baby sister got a job,surprised,[None],"I'm in a positive mood, please congratulate me and praise me."
38113,"[""I just moved back near family, and I'm feeling overwhelmed with how close knit everything is again."", 'Oh I feel you! Every time I go back to stay with my family it feels... claustrophobic almost.', ""I'm very lucky to be back and around them though. They are truly generous people.""]","I'm sure they are! Itll feel more normal soon, I am sure",I'm really lucky to have the family that I do. We're all so very close knit and the togetherness really helps me get through some tough times. I'm so fortunate to be around them.,grateful,[None],[None]
38337,"[""I've been putting in a lot of work teaching my dog how to run an obstacle course. Yesterday he did amazing; he broke his old speed and wasn't distracted a single time while doing the course!""]",hahaha you must be so proud! How long did it take you to teach him?,I've been teaching my dog how to run an obstacle course and I think he finally has it down! He beat his old speed yesterday and had zero distractions.,proud,ask me for further details,"I'm in a positive mood, please congratulate me and praise me."
38422,"[""Didn't get to exercise today. I feel like I'm lazy"", 'You can still exercise now.', ""It's almost 9, and I still have work to do. I want to go jogging, but I don't think I have time :(""]","You should do it, even 15 minutes.",Didn't get to exercise today. I feel like I'm lazy.,disappointed,[None],please give me some advices.
38449,"['I got all As in my first college semester, and it made me feel really good about myself', 'Wow. That is great.  Not everyone can say that.', ""No, but I do think they made it a little easy to get As in some classes, especially the general education courses. I got an A in biology and definitely don't remember much from it"", 'Most struggle in their first year.  That is amazing that you did so well.', ""I appreciate it. I'm a little bit of an older student, so I didn't have much to worry about in the way of feeling overwhelmed""]",I am an older student too so I hope things go well for me in school.,"I got all As in my first college semester, and it made me feel really good about myself",proud,[None],[None]
38483,"['Sometimes I get annoyed by my parents, there seems to be such a generational gap between us sometimes', 'I know exactly what you mean.', 'I guess everyone feels like that to an extent, it is unavoidable']",It makes it hard to communicate though.,"Sometimes I get annoyed by my parents, there seems to be such a generational gap between us sometimes",annoyed,[None],[None]
38514,"['I felt pretty alone today. I did not hear from anyone', 'That sucks. Have you tried contacting your family?', 'I did not. I was pretty lazy']","Well, you're talking to me so that's something.",I felt pretty alone today. I did not hear from anyone,lonely,[None],[None]
39059,"[""My friend told me she didn't like my chicken casserole recipe when I brought it to a potluck last week."", 'Oh no! Were you upset about it ?', ""I was a little bit.  She told me she loved it last time I took it somewhere.  I just don't know what her deal is, but I might have to avoid her for a while.""]",I am sorry that happened I would be upset too!,My friend told me she didn't like my chicken casserole recipe when I brought it to a potluck last week.,annoyed,[None],"I'm in a negative mood, please comfort me."
39163,"['i was studing for a test yesterday and really trying to concentrate', 'How did that go? Studying is very important in order to do good.', 'yea , but my girlfriend was beside be and she was flicking her fingers and nails up and down over and over against the wooden table we were at.  can you imagine this when I need perfect silence for studying', 'How annoying that could be. She could have alittle more respect for you.', 'Exactly but i acrd the test ant way . but i can still hear those finger nails click, click, click , click', 'How frustrating! I hope you were able to study just a little though.', ""I was and i passed the test and I'm looking for a new girlfriend""]",Im sorry man! stay optimistic! dont be sad about it.,i was beside my girlfriend at the dinner table studing for test. She started taking her fingers and clicking her fingers against it repeatedly it it kept me distracted from my goal which was studying,annoyed,[None],"I'm in a negative mood, please comfort me."
39372,"[""I'm doing a pretty good job balancing work and school right now. School is about to start up again, and I've managed to maintain my savings and pay off my student loans a little bit while still in school. I don't feel like a lot of other students can say that, and I'm happy"", ""I'm so proud of you! That's a lot to deal with all at once!"", ""Yeah, but I'm glad I'm doing it this way, since it's kind of grounding me and teaching me the harder things I need to learn about not spending too much. I'm still drowning in student loan debt no matter how hard I try, though""]",It's worth it! It'll teach you a lot that you'll use later in life,"I'm doing a pretty good job balancing work and school right now. School is about to start up again, and I've managed to maintain my savings and pay off my student loans a little bit while still in school. I don't feel like a lot of other students can say that, and I'm happy",proud,[None],"I'm in a negative mood, please comfort me."
39476,['I have been avoiding watching a scary movie for months'],I used to like watching scary movies. Not my thing anymore.,I have been putting off watching a scary movie with my daughter for months now. I cant,terrified,[None],[None]
39692,"[""I'm pleased with how I've been handling a large amount of stress lately."", ""That's good, stress is so common in life so it's easy to become overwhelmed."", ""Yes, it is. I'm learning to just put my head down and get to work digging out.""]","That's an impressive philosophy, you seem to have grit so I think you will go far.",I'm feeling good about how I've handled a lot of stress lately.,proud,[None],"I'm in a positive mood, please congratulate me and praise me."
40030,"['I experienced road rage the other day. I woman carelessly swerved in front of me, causing me to slam on my brakes.']",Road rage is a problem I deal with too.  I have adult add and tend to be impulsive and am horrible at socializing.  I'm glad your alright and I don't blame you for getting stressed out by that.,"I was furious when the distracted driver swerved in front of me, causing me to slam my brakes. I wasn't surprised when I saw the lady yakking on her cell phone.",angry,[None],[None]
40176,"[""I'm enjoying a lazy Sunday afternoon."", 'nice , just relaxing after a long week that sounds perfect honestly', ""It's nice, I only wish it would last longer, but we take what we can.""]","right it would be awesome to have 3 days off, but this is the real world",I'm enjoying a lazy Sunday afternoon.,content,[None],"I'm in a positive mood, please congratulate me and praise me."
40226,"['Ugh, it is so frustrating when you pay extra for express delivery and the shipping company messed up!']","Oh yea, I've had it happen a few times. It's even worse when they lose the package for a while","I ordered a product with express delivery, and it was delayed for a week!",angry,[None],[None]
